GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO_ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION
UniProtKB	P12365	CAT2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P12365	4577	AgBase	
UniProtKB	P12365	CAT2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P18122	4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0009416	response to light stimulus	ECO:0000304	TAS	PMID:9214588		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0009733	response to auxin	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0051289	protein homotetramerization	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0051290	protein heterotetramerization	ECO:0000314	IDA	PMID:11903976		4577	AgBase	
UniProtKB	P12365	CAT2	involved_in	GO:0051290	protein heterotetramerization	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P12365	CAT2	part_of	GO:0005777	peroxisome	ECO:0000304	TAS	PMID:17555277		4577	AgBase	
UniProtKB	P12653	GST1	enables	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:9417926		4577	AgBase	
UniProtKB	P12653	GST1	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P12653	GST1	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P12653	GST1	involved_in	GO:0009635	response to herbicide	ECO:0000304	TAS	PMID:9417926		4577	AgBase	
UniProtKB	P12653	GST1	involved_in	GO:0009751	response to salicylic acid	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P12653	GST1	involved_in	GO:0042542	response to hydrogen peroxide	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P12653	GST1	part_of	GO:0043234	protein complex	ECO:0000314	IDA	PMID:9417926		4577	AgBase	
UniProtKB	P12950	DHN1	enables	GO:0001786	phosphatidylserine binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA	
UniProtKB	P12950	DHN1	enables	GO:0035091	phosphatidylinositol binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA	
UniProtKB	P12950	DHN1	enables	GO:0070300	phosphatidic acid binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA	
UniProtKB	P12950	DHN1	enables	GO:1901611	phosphatidylglycerol binding	ECO:0000314	IDA	PMID:12529538		4577	CAFA	
UniProtKB	P12950	DHN1	part_of	GO:0012506	vesicle membrane	ECO:0000314	IDA	PMID:12529538		4577	CAFA	
UniProtKB	P13526	LC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17940002	UniProtKB:A6YRS1	4577	IntAct	
UniProtKB	P13689	ABP1	enables	GO:0008270	zinc ion binding	ECO:0000314	IDA	PMID:12065401		4577	UniProt	
UniProtKB	P13689	ABP1	enables	GO:0010011	auxin binding	ECO:0000314	IDA	PMID:12065401		4577	UniProt	
UniProtKB	P18122	CAT1	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:12223775		4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:11903976	UniProtKB:P12365	4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P12365	4577	AgBase	
UniProtKB	P18122	CAT1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P18122	4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0006979	response to oxidative stress	ECO:0000314	IDA	PMID:12223775		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0009631	cold acclimation	ECO:0000315	IMP	PMID:12223775		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0009733	response to auxin	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0009733	response to auxin	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0009737	response to abscisic acid	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0051289	protein homotetramerization	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0051290	protein heterotetramerization	ECO:0000314	IDA	PMID:11903976		4577	AgBase	
UniProtKB	P18122	CAT1	involved_in	GO:0051290	protein heterotetramerization	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P18122	CAT1	part_of	GO:0005777	peroxisome	ECO:0000304	TAS	PMID:17555277		4577	AgBase	
UniProtKB	P18123	CAT3	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:11903976		4577	AgBase	
UniProtKB	P18123	CAT3	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:12223775		4577	AgBase	
UniProtKB	P18123	CAT3	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P18123	CAT3	enables	GO:0004096	catalase activity	ECO:0000314	IDA	PMID:17555277		4577	AgBase	
UniProtKB	P18123	CAT3	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17314079	UniProtKB:P18123	4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0006979	response to oxidative stress	ECO:0000314	IDA	PMID:12223775		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0007623	circadian rhythm	ECO:0000304	TAS	PMID:9214588		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0009631	cold acclimation	ECO:0000315	IMP	PMID:12223775		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0009733	response to auxin	ECO:0000270	IEP	PMID:11903976		4577	AgBase	
UniProtKB	P18123	CAT3	involved_in	GO:0051289	protein homotetramerization	ECO:0000314	IDA	PMID:17314079		4577	AgBase	
UniProtKB	P18123	CAT3	part_of	GO:0005739	mitochondrion	ECO:0000314	IDA	PMID:12223775		4577	AgBase	
UniProtKB	P21569	CYP	enables	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	ECO:0000314	IDA	PMID:8645184		4577	AgBase	
UniProtKB	P21569	CYP	enables	GO:0016018	cyclosporin A binding	ECO:0000315	IMP	PMID:8645184		4577	AgBase	
UniProtKB	P21569	CYP	part_of	GO:0005829	cytosol	ECO:0000315	IMP	PMID:8645184		4577	AgBase	
UniProtKB	P24345	KN-1	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:17965274		4577	UniProt	
UniProtKB	P24345	KN-1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:17965274	UniProtKB:A0A1S3X835	4577	UniProt	
UniProtKB	P24345	KN-1	enables	GO:0042803	protein homodimerization activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q38874	4577	UniProt	
UniProtKB	P24345	KN-1	involved_in	GO:0010497	plasmodesmata-mediated intercellular transport	ECO:0000315	IMP	PMID:17965274		4577	UniProt	
UniProtKB	P24345	KN-1	part_of	GO:0005634	nucleus	ECO:0000314	IDA	PMID:17965274		4577	UniProt	
UniProtKB	P24345	KN-1	part_of	GO:0005737	cytoplasm	ECO:0000314	IDA	PMID:17965274		4577	UniProt	
UniProtKB	P24345	KN-1	part_of	GO:0009506	plasmodesma	ECO:0000314	IDA	PMID:17965274		4577	UniProt	
UniProtKB	P24345	KN-1	part_of	GO:0015630	microtubule cytoskeleton	ECO:0000314	IDA	PMID:17965274		4577	UniProt	
UniProtKB	P27347	MNB1B	enables	GO:0044212	transcription regulatory region DNA binding	ECO:0000314	IDA	PMID:8340424		4577	AgBase	
UniProtKB	P27347	MNB1B	involved_in	GO:0006355	regulation of transcription							
UniProtKB	P27347	MNB1B	part_of	GO:0005634	nucleus	ECO:0000314	IDA	PMID:8340424		4577	AgBase	
UniProtKB	P27787	FDX1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10889253	UniProtKB:Q41736	4577	AgBase	
UniProtKB	P27787	FDX1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10889253	UniProtKB:Q9SLP6	4577	AgBase	
UniProtKB	P27787	FDX1	enables	GO:0009055	electron transfer activity	ECO:0000314	IDA	PMID:11724563		4577	AgBase	
UniProtKB	P27787	FDX1	enables	GO:0051537	2 iron							
UniProtKB	P27787	FDX1	involved_in	GO:0009416	response to light stimulus	ECO:0000270	IEP	PMID:16668188		4577	AgBase	
UniProtKB	P27787	FDX1	involved_in	GO:0009416	response to light stimulus	ECO:0000304	TAS	PMID:16668395		4577	AgBase	
UniProtKB	P27787	FDX1	involved_in	GO:0022900	electron transport chain	ECO:0000314	IDA	PMID:11724563		4577	AgBase	
UniProtKB	P27787	FDX1	part_of	GO:0009507	chloroplast	ECO:0000304	TAS	PMID:16668188		4577	AgBase	
UniProtKB	P27787	FDX1	part_of	GO:0009507	chloroplast	ECO:0000304	TAS	PMID:16668395		4577	AgBase	
UniProtKB	P27787	FDX1	part_of	GO:0009570	chloroplast stroma	ECO:0000314	IDA	PMID:16668395		4577	AgBase	
UniProtKB	P27788	FDX3	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10889253	UniProtKB:Q41736	4577	AgBase	
UniProtKB	P27788	FDX3	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:10889253	UniProtKB:Q9SLP6	4577	AgBase	
UniProtKB	P27788	FDX3	enables	GO:0009055	electron transfer activity	ECO:0000314	IDA	PMID:11724563		4577	AgBase	
UniProtKB	P27788	FDX3	enables	GO:0051537	2 iron							
UniProtKB	P27788	FDX3	involved_in	GO:0022900	electron transport chain	ECO:0000314	IDA	PMID:11724563		4577	AgBase	
UniProtKB	P27788	FDX3	NOT|involved_in	GO:0009416	response to light stimulus	ECO:0000270	IEP	PMID:16668188		4577	AgBase	
UniProtKB	P27788	FDX3	part_of	GO:0009507	chloroplast	ECO:0000304	TAS	PMID:16668188		4577	AgBase	
UniProtKB	P27788	FDX3	part_of	GO:0009570	chloroplast stroma	ECO:0000314	IDA	PMID:16668395		4577	AgBase	
UniProtKB	P27788	FDX3	part_of	GO:0009578	etioplast stroma	ECO:0000314	IDA	PMID:16668395		4577	AgBase	
UniProtKB	P27789	FDX5	involved_in	GO:0009416	response to light stimulus	ECO:0000270	IEP	PMID:16668188		4577	AgBase	
UniProtKB	P29185	CPN60I	enables	GO:0051117	ATPase binding	ECO:0000353	IPI	PMID:1973526	UniProtKB:P05494	4577	AgBase	
UniProtKB	P29185	CPN60I	involved_in	GO:0006457	protein folding	ECO:0000304	TAS	PMID:1973526		4577	AgBase	
UniProtKB	P29185	CPN60I	part_of	GO:0005759	mitochondrial matrix	ECO:0000314	IDA	PMID:1973526		4577	AgBase	
UniProtKB	P29518	BT1	involved_in	GO:0015866	ADP transport	ECO:0000314	IDA	PMID:17562699		4577	CACAO	
UniProtKB	P29518	BT1	involved_in	GO:0036079	purine nucleotide-sugar transport	ECO:0000314	IDA	PMID:17562699		4577	CACAO	
UniProtKB	P33488	ABP4	enables	GO:0008270	zinc ion binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P13689	4577	UniProt	
UniProtKB	P33488	ABP4	enables	GO:0010011	auxin binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P13689	4577	UniProt	
UniProtKB	P33489	ABP5	enables	GO:0008270	zinc ion binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P13689	4577	UniProt	
UniProtKB	P33489	ABP5	enables	GO:0010011	auxin binding	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P13689	4577	UniProt	
UniProtKB	P33679	Zlp	involved_in	GO:0044130	negative regulation of growth of symbiont in host	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	involved_in	GO:0050832	defense response to fungus	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	involved_in	GO:0051841	positive regulation by host of cytolysis of symbiont cells	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0004338	glucan exo-1							
UniProtKB	P33679	Zlp	NOT|enables	GO:0004540	ribonuclease activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0004563	beta-N-acetylhexosaminidase activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0004567	beta-mannosidase activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0004568	chitinase activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0004629	phospholipase C activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|enables	GO:0008233	peptidase activity	ECO:0000314	IDA	PMID:10437831		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|involved_in	GO:0044130	negative regulation of growth of symbiont in host	ECO:0000314	IDA	PMID:7846159		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|involved_in	GO:0050832	defense response to fungus	ECO:0000314	IDA	PMID:7846159		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|involved_in	GO:0051841	positive regulation by host of cytolysis of symbiont cells	ECO:0000314	IDA	PMID:7846159		4577	AgBase	
UniProtKB	P33679	Zlp	NOT|part_of	GO:0005615	extracellular space	ECO:0000304	TAS	PMID:7846159		4577	AgBase	
UniProtKB	P35081	PRO1	enables	GO:0003785	actin monomer binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	P35081	PRO1	enables	GO:0005546	phosphatidylinositol-4							
UniProtKB	P35081	PRO1	enables	GO:0070064	proline-rich region binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	P35081	PRO1	involved_in	GO:0007097	nuclear migration	ECO:0000314	IDA	PMID:9634586		4577	AgBase	
UniProtKB	P35081	PRO1	involved_in	GO:0030845	phospholipase C-inhibiting G-protein coupled receptor signaling pathway	ECO:0000314	IDA	PMID:10760246		4577	AgBase	
UniProtKB	P35081	PRO1	involved_in	GO:0032956	regulation of actin cytoskeleton organization	ECO:0000304	TAS	PMID:9581573		4577	AgBase	
UniProtKB	P35081	PRO1	involved_in	GO:0042989	sequestering of actin monomers	ECO:0000314	IDA	PMID:10760246		4577	AgBase	
UniProtKB	P35082	PRO2	enables	GO:0003785	actin monomer binding	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35082	PRO2	enables	GO:0070064	proline-rich region binding	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35082	PRO2	involved_in	GO:0007097	nuclear migration	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35082	PRO2	involved_in	GO:0032956	regulation of actin cytoskeleton organization	ECO:0000304	TAS	PMID:9581573		4577	AgBase	
UniProtKB	P35083	PRO3	enables	GO:0003785	actin monomer binding	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35083	PRO3	enables	GO:0070064	proline-rich region binding	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35083	PRO3	involved_in	GO:0007097	nuclear migration	ECO:0000314	IDA	PMID:9581573		4577	AgBase	
UniProtKB	P35083	PRO3	involved_in	GO:0032956	regulation of actin cytoskeleton organization	ECO:0000304	TAS	PMID:9581573		4577	AgBase	
UniProtKB	P38564	MNB1A	enables	GO:0003677	DNA binding	ECO:0000315	IMP	PMID:7567449		4577	AgBase	
UniProtKB	P38564	MNB1A	enables	GO:0003700	transcription factor activity							
UniProtKB	P38564	MNB1A	enables	GO:0008270	zinc ion binding	ECO:0000315	IMP	PMID:7567449		4577	AgBase	
UniProtKB	P38564	MNB1A	enables	GO:0044212	transcription regulatory region DNA binding	ECO:0000314	IDA	PMID:8340424		4577	AgBase	
UniProtKB	P38564	MNB1A	involved_in	GO:0006355	regulation of transcription							
UniProtKB	P38564	MNB1A	part_of	GO:0005634	nucleus	ECO:0000314	IDA	PMID:8340424		4577	AgBase	
UniProtKB	P41347	FTRC	enables	GO:0009055	electron transfer activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q55389	4577	UniProt	
UniProtKB	P41347	FTRC	enables	GO:0030385	ferredoxin:thioredoxin reductase activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q55389	4577	UniProt	
UniProtKB	P41347	FTRC	enables	GO:0051539	4 iron							
UniProtKB	P41347	FTRC	involved_in	GO:0055114	oxidation-reduction process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q55389	4577	UniProt	
UniProtKB	P41978	SODA.1	involved_in	GO:0006970	response to osmotic stress	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P41978	SODA.1	involved_in	GO:0009737	response to abscisic acid	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P41979	SODA.2	involved_in	GO:0006970	response to osmotic stress	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P41979	SODA.2	involved_in	GO:0009737	response to abscisic acid	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P41980	SODA.3	involved_in	GO:0006970	response to osmotic stress	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P41980	SODA.3	involved_in	GO:0009737	response to abscisic acid	ECO:0000270	IEP	PMID:12232316		4577	AgBase	
UniProtKB	P42057	POR1	enables	GO:0008308	voltage-gated anion channel activity	ECO:0000314	IDA	PMID:16664537		4577	AgBase	
UniProtKB	P42057	POR1	involved_in	GO:0006820	anion transport	ECO:0000314	IDA	PMID:16664537		4577	AgBase	
UniProtKB	P42057	POR1	part_of	GO:0032592	integral component of mitochondrial membrane	ECO:0000314	IDA	PMID:16664537		4577	AgBase	
UniProtKB	P46252	RPP2A	enables	GO:0003735	structural constituent of ribosome	ECO:0000304	TAS	PMID:9276949		4577	AgBase	
UniProtKB	P46252	RPP2A	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	P46252	RPP2A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	P46420	GST4	enables	GO:0004364	glutathione transferase activity	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46420	GST4	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46420	GST4	enables	GO:0043295	glutathione binding	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46420	GST4	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46420	GST4	involved_in	GO:0009635	response to herbicide	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46420	GST4	part_of	GO:0043234	protein complex	ECO:0000314	IDA	PMID:8278534		4577	AgBase	
UniProtKB	P46517	P46517	enables	GO:0003677	DNA binding	ECO:0000255	ISM	PMID:23559745		4577	CACAO	
UniProtKB	P49106	GRF1	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	enables	GO:0005509	calcium ion binding	ECO:0000245	RCA	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	enables	GO:0005515	protein binding	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	enables	GO:0008426	protein kinase C inhibitor activity	ECO:0000245	RCA	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	involved_in	GO:0010468	regulation of gene expression	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	P49106	GRF1	part_of	GO:0005634	nucleus	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	P49235	GLU1	enables	GO:0008422	beta-glucosidase activity	ECO:0000314	IDA	PMID:10099619		4577	UniProt	
UniProtKB	P49235	GLU1	enables	GO:0015923	mannosidase activity	ECO:0000314	IDA	PMID:10099619		4577	UniProt	
UniProtKB	P49235	GLU1	enables	GO:0015925	galactosidase activity	ECO:0000314	IDA	PMID:10099619		4577	UniProt	
UniProtKB	P49235	GLU1	enables	GO:0015928	fucosidase activity	ECO:0000314	IDA	PMID:10099619		4577	UniProt	
UniProtKB	P49235	GLU1	enables	GO:0016162	cellulose 1							
UniProtKB	P49235	GLU1	enables	GO:0097599	xylanase activity	ECO:0000314	IDA	PMID:10099619		4577	UniProt	
UniProtKB	P49727	P49727	enables	GO:0008121	ubiquinol-cytochrome-c reductase activity	ECO:0000316	IGI	PMID:1961737	UniProtKB:P08067	4577	AgBase	
UniProtKB	P49727	P49727	enables	GO:0051537	2 iron							
UniProtKB	P49727	P49727	involved_in	GO:0009060	aerobic respiration	ECO:0000316	IGI	PMID:1961737	UniProtKB:P08067	4577	AgBase	
UniProtKB	P49727	P49727	involved_in	GO:0009408	response to heat	ECO:0000316	IGI	PMID:1961737	UniProtKB:P08067	4577	AgBase	
UniProtKB	P49727	P49727	part_of	GO:0005739	mitochondrion	ECO:0000314	IDA	PMID:1961737		4577	AgBase	
UniProtKB	P52580	IRL	enables	GO:0070402	NADPH binding	ECO:0000314	IDA	PMID:8597660		4577	AgBase	
UniProtKB	P52580	IRL	involved_in	GO:0010438	cellular response to sulfur starvation	ECO:0000270	IEP	PMID:8597660		4577	AgBase	
UniProtKB	P52580	IRL	NOT|enables	GO:0047526	2'-hydroxyisoflavone reductase activity	ECO:0000314	IDA	PMID:8597660		4577	AgBase	
UniProtKB	P52580	IRL	NOT|involved_in	GO:0006995	cellular response to nitrogen starvation	ECO:0000304	TAS	PMID:8597660		4577	AgBase	
UniProtKB	P52580	IRL	NOT|involved_in	GO:0016036	cellular response to phosphate starvation	ECO:0000304	TAS	PMID:8597660		4577	AgBase	
UniProtKB	P52855	RPP1A	enables	GO:0003735	structural constituent of ribosome	ECO:0000304	TAS	PMID:9276949		4577	AgBase	
UniProtKB	P52855	RPP1A	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	P52855	RPP1A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:9276949		4577	AgBase	
UniProtKB	P80680	P80680	involved_in	GO:0055114	oxidation-reduction process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q55781	4577	UniProt	
UniProtKB	P82867	P82867	enables	GO:0003674	molecular_function	ECO:0000307	ND	GO_REF:0000015		4577	UniProt	
UniProtKB	P82867	P82867	involved_in	GO:0008150	biological_process	ECO:0000307	ND	GO_REF:0000015		4577	UniProt	
UniProtKB	P82868	P82868	enables	GO:0003674	molecular_function	ECO:0000307	ND	GO_REF:0000015		4577	UniProt	
UniProtKB	P82868	P82868	involved_in	GO:0008150	biological_process	ECO:0000307	ND	GO_REF:0000015		4577	UniProt	
UniProtKB	P83506	P83506	part_of	GO:0005575	cellular_component	ECO:0000307	ND	GO_REF:0000015		4577	UniProt	
UniProtKB	P93647	LON1	involved_in	GO:0009408	response to heat	ECO:0000314	IDA	PMID:9620272		4577	AgBase	
UniProtKB	P93647	LON1	involved_in	GO:0032042	mitochondrial DNA metabolic process	ECO:0000314	IDA	PMID:9620272		4577	AgBase	
UniProtKB	P93647	LON1	involved_in	GO:0032042	mitochondrial DNA metabolic process	ECO:0000316	IGI	PMID:9620272	UniProtKB:P36775	4577	AgBase	
UniProtKB	P93800	sod4	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P93800	sod4	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P93800	sod4	involved_in	GO:0042542	response to hydrogen peroxide	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P93801	sod4A	involved_in	GO:0000302	response to reactive oxygen species	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P93801	sod4A	involved_in	GO:0009410	response to xenobiotic stimulus	ECO:0000270	IEP	PMID:17314079		4577	AgBase	
UniProtKB	P93801	sod4A	involved_in	GO:0042542	response to hydrogen peroxide	ECO:0000304	TAS	PMID:17314079		4577	AgBase	
UniProtKB	P93804	P93804	enables	GO:0004614	phosphoglucomutase activity	ECO:0000314	IDA	PMID:9662542		4577	CACAO	
UniProtKB	Q01526	GRF2	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	enables	GO:0005509	calcium ion binding	ECO:0000245	RCA	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	enables	GO:0005515	protein binding	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	enables	GO:0008426	protein kinase C inhibitor activity	ECO:0000245	RCA	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	enables	GO:0032403	protein complex binding	ECO:0000314	IDA	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	involved_in	GO:0010468	regulation of gene expression	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	Q01526	GRF2	part_of	GO:0005634	nucleus	ECO:0000304	TAS	PMID:7846163		4577	AgBase	
UniProtKB	Q08069	RPS8	enables	GO:0043022	ribosome binding	ECO:0000245	RCA	PMID:2828044		4577	AgBase	
